vehicle_no,device_id,sim_number,depot
KA57F1420,150218848,9987853386,Depot-26
KA57F1567,150219849,9987879089,Depot-26
KA57F1608,150218548,9987790961,Depot-26
KA01F3214,150219373,9987877361,Depot-26
KA57F1120,150813907,9987804132,Depot-32
KA01FA0552,150812907,9967558491,Depot-34
KA57F0258,150221388,9987792915,Depot-16
KA01F3477,150813737,9967548304,Depot-31
KA01F4850,150810500,9967542061,Depot-27
KA01F8561,150810428,9967543844,Depot-31
KA01FA1448,150812413,9967553701,Depot-32
KA01F4586,150814131,9967500135,Depot-21
KA01F4772,150810094,9967480184,Depot-21
KA01FA1642,150810645,9967490652,Depot-21
KA01F8709,150813263,9967454200,Depot-34
KA01FA0080,150813227,9967501490,Depot-34
KA01FA0521,150812444,9967484613,Depot-34
KA01FA0633,150814680,9967550386,Depot-34
KA53F0129,150813375,9987796197,Depot-34
KA57F0616,150813501,9967502678,Depot-34
KA57F0835,150813270,9967500624,Depot-34
KA57F1404,150812880,9967482687,Depot-44
KA01F3326,150813165,9967558615,Depot-35
KA01FA2338,150220907,9987799213,Depot-35
KA57F0696,150221206,9967473597,Depot-35
KA01F4632,150814568,9967548210,Depot-36
KA01F3764,150811356,9967481394,Depot-17
KA01FA1273,150811358,9967545723,Depot-36
KA01FA1223,150813728,9967553241,Depot-38
KA57F1244,150812959,9967554051,Depot-38
KA42F1728,150813584,9967487515,Depot-17
KA01F4681,150813058,9967459572,Depot-17
KA01F8975,150810969,9967478097,Depot-17
KA01F9042,150814794,9967486940,Depot-17
KA57F1237,150813856,9967553537,Depot-32
KA01FA0390,150813858,9967546992,Depot-27
KA01F4732,150812863,9967561355,Depot-35
KA57F1203,150218857,9987784553,Depot-20
KA01FA0850,150222277,9987790669,Depot-24
KA01FA1075,150222102,9987801744,Depot-24
KA01FA1156,150219295,9987767872,Depot-29
KA01FA0634,150218357,9987767873,Depot-29
KA01FA0617,150218207,9987767268,Depot-29
KA01FA0721,150218197,9987768493,Depot-29
KA01FA1187,150218576,9987802709,Depot-24
KA57F0169,150219804,9987880827,Depot-24
KA57F1516,150221455,9987884324,Depot-08
KA57F1416,150218433,9987850115,Depot-26
KA57F1461,150220103,9987880661,Depot-24
KA01FA1173,150222131,9987782275,Depot-29
KA57F1523,150218732,9987800976,Depot-24
KA01F2360,150811546,9967488475,Depot-38
KA01FA2360,150218810,9967515264,Depot-37
KA01FA0467,150218897,9987789548,Depot-24
KA01FA1564,150218080,9987785520,Depot-22
KA57F0011,150218384,9987885719,Depot-06
KA01FA0530,150218876,9987768713,Depot-29
KA01F4741,150218741,9987768201,Depot-19
KA01F9471,150220995,9987795453,Depot-19
KA57F1048,150222917,9987767594,Depot-19
KA57F0084,150814189,9967478804,Depot-17
KA01FA2339,150811552,9987788624,Depot-40
KA01FA0891,150220645,9987791288,Depot-24
KA57F1460,150811339,9967466016,Depot-41
KA01FA1350,150218850,9987851521,Depot-26
KA01FA0191,150220406,9987791944,Depot-16
KA53F0284,150814586,9967502594,Depot-34
KA01FA0989,150220950,9987861846,Depot-24
KA01FA0402,150812606,9967542554,Depot-27
KA01F4644,150810499,9967543909,Depot-31
KA57F1563,150813616,9987795815,Depot-40
KA01F8599,150814039,9987806188,Depot-32
KA01F4635,150814678,9967547915,Depot-31
KA57F1384,150814016,9967470136,Depot-32
KA01F4618,150813527,9967454425,Depot-34
KA01FA1938,150814744,9967558259,Depot-35
KA01FA2313,150814550,9967457734,Depot-17
KA57F0381,150812935,9967502843,Depot-23
KA01F3934,150218269,9987785173,Depot-20
KA01F3964,150813190,9967542499,Depot-27
KA01F4296,150813360,9967541597,Depot-27
KA01FA2048,150813948,9967489391,Depot-38
KA57F1094,150812456,9967497346,Depot-38
KA01FA0193,150221351,8828028496,Depot-06
KA01FA0253,150219228,9987879218,Depot-26
KA50F0104,150813614,9967487651,Depot-46
KA01FA0329,150814612,9967553450,Depot-32
KA50F0129,150220660,9987781431,Depot-16
KA01FA0496,150812868,9967549545,Depot-34
KA01FA0651,150811585,9967551894,Depot-34
KA57F0702,150218394,9987793023,Depot-23
KA01FA1832,150221898,9987786974,Depot-16
KA01FA0500,150222928,9987767371,Depot-29
KA01F9429,150814581,9967484202,Depot-08
KA50F0090,150219770,9987768234,Depot-22
KA50F0216,150814162,9967502551,Depot-09
KA01FA0258,150813746,9987782829,Depot-09
KA01FA2116,150219745,9987884103,Depot-09
KA01FA0605,150814445,9967502027,Depot-29
KA01F3726,150222423,9987835765,Depot-10
KA01FA2088,150218139,9987883955,Depot-10
KA01FA2045,150220891,9987847621,Depot-10
KA01F3802,150218442,9987794158,Depot-10
KA01F3522,150220322,9987768399,Depot-10
KA01F3226,150218331,9987798465,Depot-16
KA01F3996,150218863,8828028532,Depot-06
KA01FA1574,150218556,8828028464,Depot-06
KA01F4803,150219962,9987839805,Depot-22
KA01FA2358,150221519,9987806738,Depot-22
KA57F0430,150220484,9987769828,Depot-22
KA57F0576,150222661,9987834667,Depot-22
KA01FA0462,150219042,9987768611,Depot-29
KA57F1429,150220547,9987768732,Depot-29
KA01FA0060,150813554,9967541566,Depot-12
KA01FA0699,150220397,9967514348,Depot-29
KA57F0802,150220321,9987798212,Depot-17
KA01FA0051,150811627,9967542107,Depot-21
KA01F3608,150220190,8828028718,Depot-21
KA50F0006,150814836,9967542486,Depot-21
KA01FA0100,150220093,9987781452,Depot-30
KA01FA0510,150222762,9987839082,Depot-30
KA01F4862,150221096,9987769385,Depot-30
KA01FA1521,150220363,9987864384,Depot-30
KA01FA1649,150219000,9987886046,Depot-06
KA01FA0490,150222387,9987780768,Depot-29
KA01FA0636,150218510,9967455631,Depot-29
KA01FA1190,150221514,9987783138,Depot-29
KA01FA0556,150222390,9987782985,Depot-29
KA01FA0986,150222947,9987780858,Depot-16
KA01FA1647,150222269,9987792830,Depot-16
KA57F1042,150813799,9967459642,Depot-17
KA57F0025,150222190,9987781151,Depot-16
KA53F0025,150810520,9967494325,Depot-21
KA50F0003,150811526,9967545809,Depot-36
KA01FA2073,150813463,9967547749,Depot-36
KA50F0038,150811429,9967548237,Depot-36
KA01FA1888,150221343,9987798439,Depot-35
KA53F0216,150814554,9967480664,Depot-17
KA01FA2097,150222400,9987851322,Depot-26
KA01FA2117,150221305,9987790317,Depot-26
KA01FA1806,150812131,9987808155,Depot-11
KA01F3047,150222056,9987769601,Depot-14
KA01F3524,150220400,9987780357,Depot-14
KA50F0149,150222983,9987784311,Depot-20
KA01F3940,150814616,9987796165,Depot-33
KA01FA0947,150814027,9987783362,Depot-33
KA01FA0846,150218075,9987866560,Depot-03
KA01FA0022,150218553,9987823414,Depot-04
KA57F0006,150218486,9987787191,Depot-04
KA53F0229,150220298,9987798004,Depot-33
KA50F0117,150811155,9967545104,Depot-36
KA57F1408,150811312,9967472031,Depot-41
KA01FA1408,150218224,8828031135,Depot-13
KA01FA1363,150218631,8828031072,Depot-25
KA01FA1224,150218017,9987823671,Depot-04
KA50F0212,150218480,9987789484,Depot-11
KA57F0549,150219140,9987789575,Depot-11
KA53F0151,150810522,9967460121,Depot-11
KA01FA1438,150218503,9987800949,Depot-11
KA01FA1032,150222550,9987835916,Depot-24
KA01FA1061,150221934,9967505193,Depot-24
KA50F0182,150814306,9967552838,Depot-31
KA01F3713,150812063,9967545102,Depot-31
KA01FA0227,150220738,9987792933,Depot-31
KA57F0164,150218724,9987865648,Depot-31
KA01F4668,150219019,9987827044,Depot-19
KA01F4878,150222500,9987788539,Depot-03
KA01FA2283,150219406,9987836534,Depot-03
KA01FA1794,150220448,9987780688,Depot-03
KA01F3988,150219260,9987862176,Depot-03
KA01F8810,150221322,9987838773,Depot-03
KA01F4444,150220959,9987866530,Depot-03
KA01F4755,150221188,9987881012,Depot-03
KA57F0254,150219215,9987780440,Depot-03
KA01F8563,150221560,9987800847,Depot-04
KA01FA1824,150218704,9987823313,Depot-04
KA01F3409,150814230,9967549881,Depot-30
KA01FA2003,150218145,9987861955,Depot-08
KA53F0020,150221123,9987858232,Depot-08
KA53F0057,150220892,9987882371,Depot-08
KA01FA1516,150810878,9967545758,Depot-08
KA01F9301,150812276,9987790720,Depot-08
KA01FA2061,150222258,9967505742,Depot-08
KA01F3598,150810945,9967547339,Depot-26
KA01F9477,150220958,9987861397,Depot-26
KA01F9300,150221038,9987882313,Depot-08
KA01FA2236,150220394,9987861330,Depot-26
KA01F3897,150221054,9967517099,Depot-35
KA01F3693,150221913,9967516671,Depot-35
KA57F1328,150220920,9987880850,Depot-08
KA01FA0459,150222287,9987789523,Depot-34
KA01FA0905,150218763,9987801303,Depot-34
KA01F3836,150813097,9967548252,Depot-17
KA01F4734,150813457,9967476648,Depot-17
KA01F9554,150222103,9967516535,Depot-02
KA01FA0797,150221825,9967516215,Depot-02
KA50F0194,150221980,9987884300,Depot-08
KA01F3927,150221379,9987894721,Depot-07
KA01F3954,150220769,9987892508,Depot-07
KA01F3956,150220867,9987897919,Depot-07
KA01F3970,150219381,9987893306,Depot-07
KA01F3972,150221357,9987897638,Depot-07
KA01F3974,150221359,9987892682,Depot-07
KA01F3985,150221593,9987893291,Depot-07
KA01F4522,150221148,9987894997,Depot-07
KA01F4596,150221431,9987896591,Depot-07
KA01F4603,150218346,9987897678,Depot-07
KA01F8819,150219375,9987898171,Depot-07
KA01F8841,150221365,9987896484,Depot-07
KA01F9098,150221903,9987895149,Depot-07
KA01F9122,150221631,9987894421,Depot-07
KA01F9588,150221035,9987892590,Depot-07
KA01FA0278,150220970,9987892261,Depot-07
KA01FA0344,150220592,9987893910,Depot-07
KA01FA0430,150219200,9987897546,Depot-07
KA01FA0433,150221578,9987894610,Depot-07
KA01FA0581,150221380,9987894836,Depot-07
KA01FA1278,150220445,9987893282,Depot-07
KA01FA1280,150221785,9987897653,Depot-07
KA01FA1281,150219854,9987896754,Depot-07
KA01FA1299,150220811,9987897556,Depot-07
KA01FA1308,150221756,9987894360,Depot-07
KA01FA1339,150221397,9987894674,Depot-07
KA01FA1340,150221767,9987897753,Depot-07
KA01FA1341,150219882,9987892988,Depot-07
KA01FA1345,150219392,9987893210,Depot-07
KA01FA1346,150218397,9987893891,Depot-07
KA01FA1352,150221020,9987896471,Depot-07
KA01FA1370,150219677,9987898076,Depot-07
KA01FA1393,150221633,9987897610,Depot-07
KA01FA1529,150220544,9987892671,Depot-07
KA01FA1530,150221414,9987897064,Depot-07
KA01FA1613,150221931,9987897595,Depot-07
KA01FA1812,150218239,9987892113,Depot-07
KA01FA2269,150221496,9987897916,Depot-07
KA57F1114,150221235,9987893507,Depot-07
KA01F9016,150810490,9967463818,Depot-10
KA01FA0600,150811952,9987899421,Depot-30
KA01F3651,150813092,9987789828,Depot-30
KA01FA1435,150814404,9987768198,Depot-11
KA01FA1220,150220897,9987883632,Depot-24
KA57F1273,150811805,9987810361,Depot-12
KA50F0096,150222552,9987789926,Depot-26
KA01F3855,150222502,9987790254,Depot-26
KA01FA0840,150814268,9987855898,Depot-30
KA01FA0726,150811426,9967460093,Depot-30
KA01FA0304,150810029,9867363344,Depot-30
KA01FA0251,150222363,9967516545,Depot-30
KA53F0227,150219821,9967504135,Depot-46
KA01FA0613,150811648,9987863895,Depot-30
KA01FA0745,150219736,9987828365,Depot-30
KA01F3498,150218094,9987813442,Depot-23
KA01FA2323,150811615,9967545320,Depot-23
KA01F3489,150219862,9987791127,Depot-23
KA01F3506,150218851,9987863603,Depot-23
KA50F0143,150218937,9987768975,Depot-23
KA53F0033,150814062,9967549389,Depot-23
KA01F3717,150814639,9967502296,Depot-23
KA50F0174,150220442,9987784988,Depot-20
KA53F0028,150222377,9987792543,Depot-16
KA01FA1884,150221884,9967514355,Depot-35
KA53F0277,150812929,9967485043,Depot-35
KA01F3788,150218038,9987864018,Depot-35
KA01F3711,150813675,9967501587,Depot-35
KA01FA2310,150221700,9987798159,Depot-35
KA01FA2319,150813133,9967550492,Depot-35
KA01F4731,150814239,9967552989,Depot-35
KA57F0750,150219363,9987862166,Depot-35
KA01FA1469,150813975,9967545803,Depot-04
KA01F3896,150221237,9987823571,Depot-04
KA57F0783,150221140,9987828341,Depot-04
KA01F4923,150814443,9987782776,Depot-12
KA01F3929,150814572,9967552329,Depot-12
KA57F0209,150814402,9967455308,Depot-35
KA01F9284,150814740,9967561120,Depot-21
KA57F0295,150220575,8828028715,Depot-21
KA01FA0041,150814577,9967492194,Depot-16
KA01F8585,150222431,9987785657,Depot-33
KA01FA0246,150812423,9967502916,Depot-33
KA57F0613,150813294,9987782532,Depot-33
KA57F0620,150813741,9987796433,Depot-33
KA01F4513,150222355,9987791834,Depot-37
KA01FA0895,150814698,9967550992,Depot-04
KA57F1332,150811518,9967558241,Depot-37
KA01F2984,150810558,9967462980,Depot-35
KA01FA2070,150222299,9987781408,Depot-37
KA57F1006,150810970,9967592636,Depot-02
KA57F1159,150813702,9867353726,Depot-02
KA57F1163,150222448,9967986918,Depot-02
KA01FA0460,150221749,9987891436,Depot-02
KA57F1160,150812742,9892470539,Depot-02
KA01F9578,150810941,9987092981,Depot-06
KA57F0471,150220960,8828028535,Depot-12
KA01F8699,150221004,9987781295,Depot-03
KA01FA1897,150810081,9967464495,Depot-03
KA01FA1110,150219167,9867430722,Depot-03
KA01F8552,150220167,9987798727,Depot-21
KA57F1121,150810521,9967456091,Depot-32
KA50F0113,150814863,9987084903,Depot-27
KA01FA1153,150813415,9867352180,Depot-27
KA01F4469,150810033,9967863756,Depot-27
KA01FA0104,150811733,9867817608,Depot-27
KA01FA1711,150221211,9987470289,Depot-27
KA01F4771,150221743,8828028643,Depot-15
KA01FA1234,150814329,9967457180,Depot-27
KA01FA0237,150221877,8828028595,Depot-27
KA01FA0537,150219964,8828028574,Depot-27
KA01F3920,150220883,9987897288,Depot-07
KA01FA1528,150220963,9987892484,Depot-07
KA01FA1371,150220646,9987893575,Depot-07
KA01FA1760,150219803,9987896461,Depot-07
KA01FA1615,150220986,9987893285,Depot-07
KA01FA1511,150219757,9987893119,Depot-07
KA01FA2051,150220872,9987894697,Depot-07
KA01FA2272,150221157,9987896305,Depot-07
KA01FA1396,150220288,9987894841,Depot-07
KA01FA1635,150221556,9987897717,Depot-07
KA01F3973,150221648,9987897438,Depot-07
KA01F3924,150221043,9987897584,Depot-07
KA01F8818,150221246,9987898068,Depot-07
KA01FA0305,150221699,9987897782,Depot-07
KA01F3975,150218375,9987897330,Depot-07
KA01F8822,150221061,9987896240,Depot-07
KA01FA1297,150220928,9987897209,Depot-07
KA01F4601,150221900,9987896751,Depot-07
KA01F8793,150220813,9987893688,Depot-07
KA01F8800,150221439,9987894645,Depot-07
KA01FA0585,150221389,9987893921,Depot-07
KA01FA0427,150221834,9987892938,Depot-07
KA01FA0429,150219924,9987894933,Depot-07
KA01F4523,150221512,9987893901,Depot-07
KA01FA1680,150220430,9987891966,Depot-07
KA01F3959,150220990,9987895115,Depot-07
KA01FA1383,150219958,9987893071,Depot-07
KA01FA1390,150218386,9987894704,Depot-07
KA01FA0345,150220095,9987895026,Depot-07
KA01F8839,150221078,9987896953,Depot-07
KA01FA0432,150220767,9987893279,Depot-07
KA57F1115,150221429,9987897809,Depot-07
KA57F1251,150221163,9987892773,Depot-07
KA01FA1407,150221612,9987896329,Depot-07
KA01F8832,150221847,9987896716,Depot-07
KA57F1174,150219868,9987892564,Depot-07
KA01F3955,150221904,9987893808,Depot-07
KA01F9498,150221516,9987887914,Depot-07
KA01F3919,150218188,9987896915,Depot-07
KA01FA0346,150221714,9987896741,Depot-07
KA01F3925,150221462,9987896492,Depot-07
KA01FA1392,150218248,9987892064,Depot-07
KA01FA0325,150222905,9987794468,Depot-20
KA57F0325,150218122,9987898021,Depot-07
KA01F4597,150221309,9987896657,Depot-07
KA01F4529,150220357,8828031165,Depot-07
KA01F9529,150218303,9987898122,Depot-07
KA57F1173,150221696,9987897911,Depot-07
KA01F8817,150221868,9987894464,Depot-07
KA57F1206,150218166,9987893303,Depot-07
KA01F9528,150221978,9987896452,Depot-07
KA01F9526,150220840,9987893465,Depot-28
KA01FA1337,150220118,9987893738,Depot-07
KA57F1252,150220961,9987897605,Depot-07
KA01FA0589,150221484,9987897515,Depot-07
KA57F0901,150221715,9987895034,Depot-07
KA57F1262,150219696,9987897541,Depot-07
KA57F1205,150219207,9987892447,Depot-07
KA01F9497,150221794,9987894051,Depot-07
KA57F286,150219142,9987803109,Depot-04
KA57F0001,150220138,8828031169,Depot-28
KA57F0997,150221725,8828031331,Depot-28
KA01F9095,150221782,8828031328,Depot-28
KA01F4404,150219418,9987863018,Depot-13
KA01FA1606,150221144,9987875097,Depot-13
KA57F0207,150218003,9987863116,Depot-13
KA57F0183,150221546,9987873810,Depot-13
KA57F0017,150221233,9987865788,Depot-13
KA57F0157,150219299,9987863240,Depot-13
KA57F0018,150221787,9987862760,Depot-13
KA57F0971,150219890,9987872972,Depot-13
KA57F0965,150221115,9987862325,Depot-13
KA01FA0582,150218026,9987898085,Depot-07
KA01FA1552,150219688,9987893816,Depot-07
KA01FA1948,150220996,9987893266,Depot-07
KA53F0180,150812663,9867375083,Depot-34
KA53F0230,150813765,9967543623,Depot-34
KA57F0584,150222820,9987817027,Depot-34
KA57F1446,150222138,9987801773,Depot-44
KA57F0786,150221098,9987862767,Depot-28
KA50F0154,150218333,9987819505,Depot-20
KA57F0044,150220208,8828028706,Depot-25
KA57F0847,150220207,8828028692,Depot-25
KA57F1197,150220350,8828031178,Depot-28
KA01FA1232,150219662,9967504110,Depot-19
KA53F0243,150221790,9987795633,Depot-19
KA01F4622,150221503,9967546518,Depot-39
KA01FA0754,150222857,9987806985,Depot-39
KA01FA0966,150813878,9967466012,Depot-41
KA57F0342,150219389,9987863710,Depot-28
KA01FA1532,150219606,9987862352,Depot-13
KA01FA1622,150813177,9967467896,Depot-32
KA50F0050,150814430,9967556147,Depot-40
KA57F0740,150219832,9987789514,Depot-45
KA50F0218,150222511,9987807314,Depot-09
KA50F0114,150222756,9967515594,Depot-37
KA01F3429,150813852,9967560901,Depot-35
KA57F0776,150814871,9892351228,Depot-35
KA01F4658,150810368,9967547871,Depot-31
KA01FA2359,150811394,9967548357,Depot-31
KA01F4709,150811341,9967484394,Depot-31
KA57F0909,150221580,9987869604,Depot-13
KA57F0850,150221091,9987869217,Depot-13
KA57F0067,150222451,9987891434,Depot-02
KA01F2294,150219415,9987865058,Depot-03
KA57F0651,150220159,9987864921,Depot-03
KA01FA0033,150221836,9987867026,Depot-04
KA53F0043,150219099,9987840032,Depot-03
KA57F0768,150222354,9987803178,Depot-28
KA01F2122,150222968,9987823611,Depot-04
KA01F3198,150219055,9987788461,Depot-04
KA01F4387,150219013,9987799795,Depot-04
KA01F8684,150218784,9987823994,Depot-04
KA57F0656,150218527,9987814838,Depot-15
KA50F0056,150222092,9987822012,Depot-20
KA50F0215,150219797,9987784076,Depot-20
KA57F1049,150218043,9987822524,Depot-20
KA01F4925,150220714,9967506369,Depot-20
KA01F8807,150219792,9987784379,Depot-20
KA01F8923,150218259,9987890830,Depot-20
KA01FA0265,150814575,9967550862,Depot-27
KA01FA0231,150813032,9967542731,Depot-27
KA01FA0948,150810874,9967542495,Depot-27
KA01FA1241,150812266,9867904072,Depot-27
KA01F4367,150219087,9987789640,Depot-27
KA53F0294,150812435,9967493809,Depot-43
KA57F0572,150813839,9967501743,Depot-27
KA57F0580,150812430,9967542515,Depot-27
KA57F1133,150219034,9987801238,Depot-04
KA01F3817,150812496,9867723039,Depot-17
KA01F9555,150222578,9987605729,Depot-17
KA01FA1739,150814651,9967498992,Depot-14
KA01FA0734,150812451,9987796953,Depot-39
KA57F1386,150222053,9987794803,Depot-39
KA50F0155,150813974,9967551428,Depot-39
KA01F3216,150813618,9967541540,Depot-23
KA01F3504,150811277,9967476009,Depot-23
KA01FA0612,150811822,9867489665,Depot-15
KA01F3613,150218097,9987891628,Depot-31
KA01F4831,150218353,9967506733,Depot-31
KA01F3494,150812991,9967862918,Depot-31
KA01FA1757,150812965,9967560858,Depot-31
KA01F3533,150811125,9967546959,Depot-31
KA01FA1059,150812903,9967551742,Depot-41
KA01FA1089,150812922,9967470375,Depot-41
KA53F0084,150813922,9967470225,Depot-38
KA57F0170,150811532,9967487945,Depot-41
KA53F0250,150813064,9967487989,Depot-22
KA01FA0779,150222999,9987826873,Depot-29
KA01FA0208,150221356,9987797763,Depot-17
KA01F3591,150222251,9967504751,Depot-10
KA01F4766,150812954,9967465493,Depot-10
KA01FA0378,150811525,9967546995,Depot-41
KA01F8783,150220727,8828031061,Depot-12
KA01F3484,150219379,8828030996,Depot-23
KA01F3672,150218713,9987811844,Depot-23
KA01FA2370,150812881,9967484889,Depot-23
KA01F4547,150810858,9967480405,Depot-14
KA01F3527,150222895,9967505443,Depot-14
KA57F0113,150222449,9987801286,Depot-04
KA01FA0833,150813637,9967552064,Depot-29
KA01FA0714,150814043,9967545190,Depot-36
KA01F3907,150810573,9987833808,Depot-11
KA01F4962,150813205,9987783407,Depot-11
KA01F3906,150814405,9967487499,Depot-11
KA57F0589,150811333,9987808858,Depot-11
KA01F4763,150813130,9987809093,Depot-11
KA01FA1804,150222484,9987811318,Depot-15
KA57F340,150222291,9987788563,Depot-04
KA01FA1381,150222807,9987819668,Depot-20
KA57F1014,150222104,9987784645,Depot-20
KA01FA0150,150811514,9967556917,Depot-27
KA01F4688,150810854,9967541733,Depot-27
KA01F8659,150812808,9967548657,Depot-31
KA57F1564,150811406,9867358837,Depot-32
KA57F0068,150222244,9987864391,Depot-03
KA57F1532,150222491,9987834562,Depot-44
KA57F1499,150221161,9987864611,Depot-44
KA01F8651,150813791,9987783234,Depot-40
KA01F3311,150219787,9987784992,Depot-20
KA01F3465,150218786,9987787538,Depot-16
KA01F3523,150221063,9967546383,Depot-16
KA01F3875,150220554,9987785276,Depot-16
KA01FA0129,150218750,9987793386,Depot-15
KA01F2241,150218401,9987811369,Depot-15
KA01FA0694,150218761,9987816690,Depot-15
KA01F2877,150221306,9967504801,Depot-15
KA01F2831,150221344,9987864877,Depot-15
KA50F0185,150222120,8828028625,Depot-12
KA57F0772,150221773,8828028571,Depot-12
KA50F0219,150221523,8828028591,Depot-12
KA01FA17,150218412,9987826051,Depot-04
KA01FA1069,150220055,9987783036,Depot-29
KA01FA0526,150813408,9967550471,Depot-29
KA01FA0655,150221435,9987780724,Depot-29
KA01F4768,150221310,9987899598,Depot-02
KA01FA2239,150218651,9987890982,Depot-02
KA01FA0724,150220219,9987899611,Depot-02
KA01FA0592,150220416,9987781738,Depot-02
KA01FA0737,150812439,9967552396,Depot-11
KA01FA1672,150222167,9967474493,Depot-11
KA57F0525,150222986,9987889103,Central Office
KA57F1077,150814727,9967470012,Depot-41
KA01FA0364,150218013,9987895016,Depot-22
KA01FA1589,150218371,9967516911,Depot-38
KA57F0993,150219742,9987819033,Depot-38
KA01FA1482,150222758,9987793132,Depot-15
KA01FA1236,150219186,9987810995,Depot-15
KA01FA1838,150222078,9987814898,Depot-15
KA01FA2282,150222860,9987769363,Depot-15
KA01FA1328,150218431,9987813354,Depot-15
KA53F0179,150810245,9987818278,Depot-34
KA01FA0574,150220673,9987792965,Depot-29
KA01FA0971,150811571,9967561976,Depot-29
KA01FA0324,150220384,9967504016,Depot-19
KA01FA0525,150219643,9987879365,Depot-24
KA01F3391,NRD Device 7,7,Depot-22
KA01FA0250,150220830,9967504724,Depot-33
KA01F9512,150814646,9967553634,Depot-33
KA01FA2243,150813269,9987783126,Depot-37
KA57F0770,150223012,9967514294,Depot-37
KA01F9308,150222144,9987792261,Depot-08
KA01F3088,150812015,9892352593,Depot-08
KA01FA0161,150221262,9987845502,Depot-08
KA01FA0586,150219732,9987892423,Depot-07
KA01FA1070,150219945,9987876098,Depot-24
KA01F2792,150222338,9987783827,Depot-20
KA01FA0495,150221258,9987891342,Depot-02
KA01F4542,150219380,9892895978,Depot-03
KA57F0453,150219109,9987788360,Depot-03
KA01FA0461,150220756,9987899517,Depot-02
KA01F4829,150812892,9967460431,Depot-08
KA01F3829,150811679,9987864504,Depot-08
KA57F1266,150220578,8828028619,Depot-12
KA01F3536,150220501,9987865669,Depot-10
KA57F0350,150811427,9967545633,Depot-10
KA01F3127,150219865,9987792108,Depot-14
KA01FA2210,150810542,9967481270,Depot-17
KA01F8622,150814141,9967478364,Depot-17
KA01FA2125,150812093,9967665084,Depot-28
KA57F0647,150219649,9987791948,Depot-11
KA57F1058,150221837,8828028482,Depot-11
KA01F8769,150222079,9987804711,Depot-11
KA01FA2367,150219335,8828031266,Depot-25
KA01F9093,150219828,8828031228,Depot-25
KA01FA1741,150218242,8828031293,Depot-25
KA01F2954,150222463,9987811441,Depot-02
KA57F0232,150814403,9967561151,Depot-03
KA01FA1928,150814369,9967475524,Depot-28
KA01F4637,150811634,9967863461,Depot-23
KA01F8756,150812876,9967482878,Depot-23
KA01FA2391,150812820,9967493625,Depot-23
KA01FA0178,150219370,8828031264,Depot-30
KA53F0217,150220505,8828031337,Depot-30
KA01F3952,150814755,9967556396,Depot-30
KA01FA0057,150813899,9987782210,Depot-46
KA01FA1713,150219703,8828031108,Depot-30
KA01FA0787,150220783,8828031324,Depot-30
KA01FA0053,150811589,9967492780,Depot-15
KA01F3947,150222168,9987784382,Depot-20
KA53F0120,150220573,9967509095,Depot-20
KA01F3402,150814629,9967491585,Depot-12
KA01FA1554,150222882,9967516291,Depot-12
KA01FA1165,150814418,9967473808,Depot-29
KA01F4738,150813734,9967486050,Depot-06
KA01F3960,150219951,9987894299,Depot-07
KA01FA0276,150220954,9987897542,Depot-07
KA01FA0583,150221689,9987894166,Depot-07
KA01FA1343,150219987,9987897988,Depot-07
KA01FA1398,150219477,9987897384,Depot-07
KA01FA1412,150222283,9987892818,Depot-07
KA01FA1845,150221052,9987897808,Depot-07
KA01FA1342,150218141,108,Depot-07
KA01F9362,150813475,9967551862,Depot-04
KA01FA1012,150813531,9967497687,Depot-41
KA01FA1079,150813770,9967545497,Depot-41
KA01FA1082,150813646,9967478125,Depot-41
KA01FA1913,150811350,9967472238,Depot-38
KA57F0320,150219275,9987869248,Depot-13
KA01F9072,150220612,9987865902,Depot-13
KA01F8712,NRD Device 44,44,Depot-34
KA01FA2037,150220819,9987899660,Depot-02
KA01F4326,150218190,9987883433,Depot-13
KA01F4414,150810659,9987782772,Depot-13
KA01F9006,150810402,9967467002,Depot-13
KA01F9591,150221282,9987868299,Depot-13
KA57F0186,150218455,9987788498,Depot-13
KA57F0229,150219250,9987863426,Depot-13
KA01FA1541,150221698,8828031040,Depot-28
KA01FA1594,150221066,8828031078,Depot-28
KA01FA2053,150221476,9987863740,Depot-28
KA01FA2108,150219709,8828031124,Depot-28
KA57F1492,150221869,9987837001,Depot-44
KA57F0523,150812817,9967456989,Central Office
KA01F4285,150221731,8828031083,Central Office
KA01F4278,150810082,9967463603,Central Office
KA57F0528,150811513,9967485257,Central Office
KA01F4280,150222443,9987891519,Central Office
KA01F4266,150222418,9987793802,Central Office
KA57F0526,150813446,9967494604,Central Office
KA01F4279,150812852,9967464156,Central Office
KA01F4276,150812841,9967483385,Central Office
KA01FA0887,150219772,8828028526,Depot-06
KA01F2827,150811453,9967548432,Depot-36
KA50F0075,150222929,9987821875,Depot-20
KA01FA2365,150812976,9967552167,Depot-25
KA01F9531,150221408,9967511884,Depot-25
KA57F0649,150221406,8828031278,Depot-31
KA01F9028,150812230,9987855401,Depot-25
KA01FA2328,150218216,8828028657,Depot-25
KA01FA2381,150221261,8828031081,Depot-25
KA01F9071,150220857,8828028671,Depot-25
KA57F0043,150221540,8828028638,Depot-25
KA01F9120,150814335,9987807266,Depot-25
KA01F9027,150220217,8828028687,Depot-25
KA01FA2379,150220737,8828030993,Depot-25
KA01F4322,150219408,8828031027,Depot-25
