vehicle_no,schedule_no,sim_number,depot,last_inserted_tm
KA01F3150,BC-9/1,9967506780,Depot-10,2016-10-20 11:00:07
KA01FA2370,BC-9/2,9967484889,Depot-23,2016-10-20 11:00:10
KA01FA0728,BC-9B/3,9967461880,Depot-30,2016-10-20 11:00:08
KA01FA1146,BC-9B/5,9987793625,Depot-29,2016-10-20 11:00:05
KA01F3973,Bengaluru Darshini Service ,9987897438,Depot-07,2016-10-20 11:00:10
KA01F4563,BIG B-3/3,9987832242,Depot-09,2016-10-20 11:00:06
KA01F4498,BIG B-3/7,9987833470,Depot-09,2016-10-20 11:00:09
KA57F1568,BVK-1/1,9987791178,Depot-26,2016-10-20 11:00:09
KA01F4911,BVK-1/2,9987851940,Depot-26,2016-10-20 11:00:09
KA57F0158,C-365/18,9987813304,Depot-13,2016-10-20 11:00:10
KA57F0032,C-365/19,9987868645,Depot-13,2016-10-20 11:00:05
KA57F0035,C-365/20,9987874334,Depot-13,2016-10-20 11:00:05
KA57F0033,C-365/21,9987869693,Depot-13,2016-10-20 11:00:09
KA57F0277,C-365/22,9987873579,Depot-13,2016-10-20 11:00:05
KA57F0115,C-365/23,9987862322,Depot-13,2016-10-20 11:00:05
KA01F9318,C-365/24,9987874237,Depot-13,2016-10-20 11:00:05
KA57F0207,C-365/26,9987863116,Depot-13,2016-10-20 11:00:10
KA57F0017,C-365/27,9987865788,Depot-13,2016-10-20 11:00:10
KA57F0036,C-500A/16,9987874289,Depot-13,2016-10-20 11:00:05
KA57F0193,C-500A/17,8828031088,Depot-13,2016-10-20 11:00:10
KA57F0182,C-500A/19,9987868919,Depot-13,2016-10-20 11:00:10
KA57F0315,C-500A/20,9987869873,Depot-13,2016-10-20 11:00:05
KA57F0034,C-500CA/43,9987868305,Depot-13,2016-10-20 11:00:05
KA57F0157,C-500CA/44,9987863240,Depot-13,2016-10-20 11:00:10
KA57F0096,C-500CA/45,9987863726,Depot-13,2016-10-20 11:00:05
KA57F0018,C-500CK/10,9987862760,Depot-13,2016-10-20 11:00:10
KA57F0114,C-500CK/11,9987862358,Depot-13,2016-10-20 11:00:05
KA57F0095,C-500CK/13,9987873067,Depot-13,2016-10-20 11:00:05
KA01F4403,C-500CK/8,9987874789,Depot-13,2016-10-20 11:00:05
KA57F0016,C-500CK/9,9987868525,Depot-13,2016-10-20 11:00:05
KA01FA2021,C-500F/2,9987869683,Depot-13,2016-10-20 11:00:05
KA01FA0925,CHAKRA-10/1,8828031236,Depot-30,2016-10-20 11:00:10
KA50F0004,CHAKRA-10/2,9967551034,Depot-30,2016-10-20 11:00:08
KA57F1049,CHAKRA-3/1,9987822524,Depot-34,2016-10-20 11:00:10
KA57F1453,CHAKRA-3/2,9967502384,Depot-34,2016-10-20 11:00:08
KA01F2999,CHAKRA-3A/1,9987797594,Depot-37,2016-10-20 11:00:10
KA57F1441,CHAKRA-3A/2,9967515404,Depot-37,2016-10-20 11:00:07
KA57F1442,CHAKRA-3A/3,9967513090,Depot-37,2016-10-20 11:00:07
KA57F1439,CHAKRA-6/1,9987864090,Depot-03,2016-10-20 11:00:05
KA01F4783,CHAKRA-6A/1,9967468054,Depot-03,2016-10-20 11:00:10
KA57F1505,CHAKRA-8/1,9967472854,Depot-41,2016-10-20 11:00:09
KA57F1491,CHAKRA-8/2,9967553178,Depot-41,2016-10-20 11:00:09
KA57F1397,CHAKRA-8/3,9967471670,Depot-41,2016-10-20 11:00:10
KA57F1480,CHAKRA-8/4,9967470500,Depot-41,2016-10-20 11:00:09
KA01FA1021,CHAKRA-8/5,9967467083,Depot-41,2016-10-20 11:00:10
KA57F1451,CHAKRA-8A/1,9967472767,Depot-41,2016-10-20 11:00:08
KA57F1464,CHAKRA-8A/2,9967469904,Depot-41,2016-10-20 11:00:08
KA57F1460,CHAKRA-8A/3,9967466016,Depot-41,2016-10-20 11:00:10
KA01FA1127,Chakra-8A/4,9967466763,Depot-41,2016-10-20 11:00:08
KA57F1405,CHAKRA-8A/5,9967472690,Depot-41,2016-10-20 11:00:11
KA57F0276,CS-2/17,9987889891,Depot-02,2016-10-20 11:00:06
KA01F8923,CS-20/1,9987890830,Depot-20,2016-10-20 11:00:10
KA01F4449,CS-201/26,9987784134,Depot-20,2016-10-20 11:00:08
KA01FA1305,CS-3/1,9967506346,Depot-20,2016-10-20 11:00:07
KA57F0655,CS-39,9987793493,Depot-15,2016-10-20 11:00:06
KA01FA1893,CS-4/1,9987787937,Depot-04,2016-10-20 11:00:07
KA01FA0137,FDR-1/1,9987798329,Depot-33,2016-10-20 11:00:07
KA01F4464,FDR-1/2,9987796181,Depot-33,2016-10-20 11:00:07
KA01F4512,FDR-1/3,9987797199,Depot-33,2016-10-20 11:00:07
KA01F3441,FDR-11A/1,9967500530,Depot-36,2016-10-20 11:00:10
KA01F4849,FDR-2/1,9987782885,Depot-33,2016-10-20 11:00:08
KA01F8587,FDR-2/2,9987782871,Depot-33,2016-10-20 11:00:07
KA01F4511,FDR-2/3,9987783426,Depot-33,2016-10-20 11:00:06
KA57F0614,FDR-7/1,9987782669,Depot-33,2016-10-20 11:00:06
KA01F4395,FDR-9/1,9987784519,Depot-20,2016-10-20 11:00:06
KA01F4423,G-10/1,9967516940,Depot-10,2016-10-20 11:00:07
KA01F4424,G-10/2,9967516275,Depot-10,2016-10-20 11:00:07
KA01F4400,G-10/3,9987806454,Depot-10,2016-10-20 11:00:09
KA01F4446,G-10/4,9967511567,Depot-10,2016-10-20 11:00:07
KA01F3514,G-10/5,9967553954,Depot-23,2016-10-20 11:00:10
KA01F4501,G-10/6,9967487735,Depot-11,2016-10-20 11:00:11
KA01F4466,G-10/7,9967469929,Depot-30,2016-10-20 11:00:10
KA01F4342,G-10/8,9967556211,Depot-30,2016-10-20 11:00:09
KA01F4333,G-11/1,9967516973,Depot-10,2016-10-20 11:00:07
KA01F2640,G-11/2,9987835376,Depot-03,2016-10-20 11:00:06
KA01F4334,G-11/3,9987807038,Depot-10,2016-10-20 11:00:07
KA01F4343,G-11/4,9987898558,Depot-02,2016-10-20 11:00:09
KA01F4337,G-11/5,9987797450,Depot-23,2016-10-20 11:00:10
KA01F4339,G-11/6,9967511352,Depot-10,2016-10-20 11:00:07
KA57F1327,G-11/7,9987795953,Depot-10,2016-10-20 11:00:06
KA01F4340,G-11/8,9967482313,Depot-23,2016-10-20 11:00:10
KA01F4336,G-11/9,9967516858,Depot-10,2016-10-20 11:00:07
KA01FA2129,G-12/1,8828031231,Depot-39,2016-10-20 11:00:10
KA01FA2276,G-12/3,9967547150,Depot-39,2016-10-20 11:00:07
KA01FA2146,G-12/4,9967546433,Depot-39,2016-10-20 11:00:07
KA01FA2145,G-12/6,9987806371,Depot-39,2016-10-20 11:00:07
KA01FA2077,G-12/8,9967546228,Depot-39,2016-10-20 11:00:07
KA01F4722,G-2/10,9987864307,Depot-03,2016-10-20 11:00:10
KA01FA0053,G-2/12,9967492780,Depot-15,2016-10-20 11:00:10
KA01FA2288,G-2/14,9987889475,Depot-02,2016-10-20 11:00:05
KA01FA2133,G-2/15,9987865287,Depot-03,2016-10-20 11:00:05
KA57F0832,G-2/16,9987865578,Depot-03,2016-10-20 11:00:06
KA01FA2283,G-2/17,9987836534,Depot-03,2016-10-20 11:00:10
KA01FA2238,G-2/18,9987866259,Depot-03,2016-10-20 11:00:08
KA01F4329,G-2/1,9987835899,Depot-03,2016-10-20 11:00:05
KA01FA2278,G-2/2,9987898929,Depot-02,2016-10-20 11:00:10
KA01FA2131,G-2/3,9987834561,Depot-03,2016-10-20 11:00:05
KA01FA2275,G-2/4,9987864571,Depot-03,2016-10-20 11:00:10
KA01FA2282,G-2/5,9987769363,Depot-15,2016-10-20 11:00:10
KA01FA2280,G-2/6,9987813450,Depot-15,2016-10-20 11:00:05
KA01FA2241,G-2/7,9987815324,Depot-15,2016-10-20 11:00:10
KA01FA2274,G-2/8,9987836443,Depot-03,2016-10-20 11:00:06
KA01FA2220,G-2/9,9987899685,Depot-02,2016-10-20 11:00:05
KA01FA2221,G-2A/3,9867358044,Depot-02,2016-10-20 11:00:10
KA01FA2284,G-2A/4,9987884359,Depot-02,2016-10-20 11:00:10
KA57F0585,G-2A/5,9987793525,Depot-15,2016-10-20 11:00:07
KA57F0652,G-2A/6,9987793235,Depot-15,2016-10-20 11:00:06
KA01FA2147,G-3/10,9987807069,Depot-19,2016-10-20 11:00:06
KA01FA2132,G-3/11,9987794508,Depot-19,2016-10-20 11:00:06
KA01FA2121,G-3/12,9967552495,Depot-32,2016-10-20 11:00:08
KA01FA2137,G-3/13,9967553083,Depot-32,2016-10-20 11:00:08
KA01FA2122,G-3/14,9967472943,Depot-32,2016-10-20 11:00:08
KA01FA2103,G-3/15,9967553615,Depot-32,2016-10-20 11:00:08
KA01FA2227,G-3/16,9987795529,Depot-19,2016-10-20 11:00:06
KA01FA2223,G-3/17,9967503595,Depot-19,2016-10-20 11:00:06
KA01FA2208,G-3/18,9987803554,Depot-19,2016-10-20 11:00:06
KA01FA2186,G-3/19,9967503408,Depot-19,2016-10-20 11:00:06
KA01F4671,G-3/1,9987898462,Depot-02,2016-10-20 11:00:09
KA01F4587,G-3/20,9987795700,Depot-19,2016-10-20 11:00:09
KA01F4331,G-3/21,9987794475,Depot-19,2016-10-20 11:00:06
KA01F4668,G-3/23,9987827044,Depot-19,2016-10-20 11:00:10
KA01FA2037,G-3/24,9987899660,Depot-02,2016-10-20 11:00:10
KA01F4670,G-3/25,9987864936,Depot-03,2016-10-20 11:00:08
KA01FA2239,G-3/26,9987890982,Depot-02,2016-10-20 11:00:10
KA01FA2085,G-3/2,9987889136,Depot-02,2016-10-20 11:00:05
KA01FA2149,G-3/3,9987895329,Depot-02,2016-10-20 11:00:10
KA01FA2150,G-3/4,9987898262,Depot-02,2016-10-20 11:00:05
KA01FA2162,G-3/5,9987864997,Depot-03,2016-10-20 11:00:08
KA01FA2250,G-3/6,9987864470,Depot-03,2016-10-20 11:00:05
KA01FA2086,G-3/7,9987866578,Depot-03,2016-10-20 11:00:10
KA01FA2138,G-3/8,9987865121,Depot-03,2016-10-20 11:00:05
KA01FA2083,G-3/9,9967552199,Depot-19,2016-10-20 11:00:10
KA01FA2254,G-3A/2,9987899558,Depot-02,2016-10-20 11:00:06
KA01FA2252,G-3A/3,9987899813,Depot-02,2016-10-20 11:00:05
KA01F4667,G-3A/4,9987795205,Depot-19,2016-10-20 11:00:06
KA01FA1422,G-3A/5,9987795055,Depot-19,2016-10-20 11:00:07
KA01FA2219,G-4/10,9967542738,Depot-27,2016-10-20 11:00:09
KA01FA2279,G-4/11,9987898426,Depot-02,2016-10-20 11:00:05
KA01F4651,G-4/12,9967542461,Depot-27,2016-10-20 11:00:09
KA01FA2114,G-4/13,9967549336,Depot-27,2016-10-20 11:00:09
KA01F4982,G-4/14,8828028653,Depot-27,2016-10-20 11:00:11
KA01FA2165,G-4/15,9987866234,Depot-03,2016-10-20 11:00:05
KA01FA2251,G-4/16,9987837028,Depot-03,2016-10-20 11:00:08
KA57F1247,G-4/17,9987891480,Depot-02,2016-10-20 11:00:05
KA01F4652,G-4/18,9867716523,Depot-02,2016-10-20 11:00:11
KA01FA2134,G-4/1,9987898317,Depot-02,2016-10-20 11:00:05
KA01F4672,G-4/2,9987889218,Depot-02,2016-10-20 11:00:11
KA01FA2135,G-4/3,9987898653,Depot-02,2016-10-20 11:00:05
KA01FA2277,G-4/4,9987898325,Depot-02,2016-10-20 11:00:05
KA01FA2174,G-4/5,9967545266,Depot-27,2016-10-20 11:00:09
KA01FA2164,G-4/6,9967542274,Depot-27,2016-10-20 11:00:08
KA01FA2113,G-4/7,9967541625,Depot-27,2016-10-20 11:00:09
KA01F4650,G-4/8,9967542343,Depot-27,2016-10-20 11:00:09
KA01FA2345,G-4/9,9967544657,Depot-27,2016-10-20 11:00:10
KA01FA2194,G-6/1,8828028616,Depot 12,2016-10-20 11:00:05
KA01FA2185,G-6/3,8828028631,Depot 12,2016-10-20 11:00:06
KA01FA2183,G-6/4,8828030998,Depot 12,2016-10-20 11:00:08
KA01FA2187,G-6/5,9967457188,Depot-21,2016-10-20 11:00:08
KA01FA2171,G-6/6,9967457210,Depot-21,2016-10-20 11:00:08
KA01FA2342,G-7/10,9967474975,Depot-35,2016-10-20 11:00:08
KA01F4669,G-7/11,9967502698,Depot-35,2016-10-20 11:00:09
KA01FA2335,G-7/12,9987798491,Depot-35,2016-10-20 11:00:09
KA01FA1457,G-7/13,9967454174,Depot-35,2016-10-20 11:00:08
KA01FA1451,G-7/14,9967544071,Depot-31,2016-10-20 11:00:08
KA53F0281,G-7/15,9967502638,Depot-35,2016-10-20 11:00:08
KA01FA2338,G-7/2,9987799213,Depot-35,2016-10-20 11:00:10
KA01FA2336,G-7/3,9987797841,Depot-35,2016-10-20 11:00:08
KA01FA2337,G-7/4,9987799019,Depot-35,2016-10-20 11:00:08
KA01FA2341,G-7/5,9967562198,Depot-35,2016-10-20 11:00:08
KA01F4732,G-7/6,9967561355,Depot-35,2016-10-20 11:00:10
KA01FA2306,G-7/7,9987797780,Depot-35,2016-10-20 11:00:08
KA57F0637,G-7/8,9967501165,Depot-35,2016-10-20 11:00:08
KA01FA2340,G-7/9,9967474318,Depot-35,2016-10-20 11:00:08
KA01FA2346,G-8/10,9967467515,Depot-40,2016-10-20 11:00:08
KA01FA2339,G-8/11,9987788624,Depot-40,2016-10-20 11:00:10
KA01FA2348,G-8/12,9967554653,Depot-40,2016-10-20 11:00:08
KA01FA2184,G-8/1,9987790465,Depot-40,2016-10-20 11:00:08
KA01FA2218,G-8/2,9967549601,Depot-40,2016-10-20 11:00:08
KA01FA2198,G-8/3,9967549704,Depot-40,2016-10-20 11:00:09
KA01FA2209,G-8/6,9987883286,Depot-43,2016-10-20 11:00:09
KA01FA2177,G-8/7,9967549186,Depot-43,2016-10-20 11:00:08
KA01FA2343,G-8/8,9967556861,Depot-40,2016-10-20 11:00:08
KA01F4328,G-8/9,9967556689,Depot-40,2016-10-20 11:00:08
KA01FA2176,G-9/10,9967460515,Depot-30,2016-10-20 11:00:09
KA01FA1435,G-9/11,9987768198,Depot-11,2016-10-20 11:00:10
KA01FA1456,G-9/12,9967291631,Depot-30,2016-10-20 11:00:11
KA01FA2199,G-9/7,9987833723,Depot-11,2016-10-20 11:00:09
KA01FA1467,G-9/8,9967550483,Depot-30,2016-10-20 11:00:08
KA01FA2136,G-9/9,9987808109,Depot-11,2016-10-20 11:00:09
KA01FA2195,G-9A/1,9867560020,Depot-11,2016-10-20 11:00:10
KA01FA2178,G-9A/2,9967556698,Depot-30,2016-10-20 11:00:09
KA01FA2196,G-9A/3,9987808872,Depot-11,2016-10-20 11:00:09
KA01FA2179,G-9A/4,9967461565,Depot-30,2016-10-20 11:00:09
KA01FA2197,G-9A/5,9987810766,Depot-11,2016-10-20 11:00:09
KA01FA2193,G-9A/6,9967467027,Depot-30,2016-10-20 11:00:08
KA01F9036,HAL-FEEDER-1/1,9987885198,Depot-06,2016-10-20 11:00:06
KA01F8857,HS-4/1,9987863936,Depot-03,2016-10-20 11:00:05
KA01FA0030,JPV-1/5,9967508452,Depot-33,2016-10-20 11:00:07
KA57F0023,JPV-1/6,9987783775,Depot-20,2016-10-20 11:00:06
KA57F0088,Jpv-1/7,9987797449,Depot-33,2016-10-20 11:00:07
KA57F0026,JPV-10/2,9987797202,Depot-33,2016-10-20 11:00:07
KA01FA1136,JPV-10/3,9987784383,Depot-20,2016-10-20 11:00:06
KA57F0366,JPV-11/1,9987782916,Depot-33,2016-10-20 11:00:07
KA01F3983,JPV-11/4,9987784252,Depot-20,2016-10-20 11:00:06
KA01F8689,JPV-12/2,9987843056,Depot-08,2016-10-20 11:00:06
KA01FA1544,JPV-129/2,8828031193,Depot-06,2016-10-20 11:00:06
KA57F0206,JPV-13/3,9967544204,Depot-31,2016-10-20 11:00:08
KA53F0013,JPV-13/4,9987828075,Depot-09,2016-10-20 11:00:05
KA01FA1783,JPV-13/6,9987769667,Depot-22,2016-10-20 11:00:07
KA01FA0823,JPV-13/7,9987865264,Depot-03,2016-10-20 11:00:06
KA01F3803,JPV-138/8,8828028481,Depot-06,2016-10-20 11:00:11
KA53F0041,JPV-138/9,8828031192,Depot-06,2016-10-20 11:00:05
KA53F0068,JPV-138A/4,9987885643,Depot-06,2016-10-20 11:00:05
KA57F0327,JPV-138D/1,9987887341,Depot-06,2016-10-20 11:00:10
KA01FA1808,JPV-15/1,9987784399,Depot-20,2016-10-20 11:00:08
KA01FA1807,JPV-15H/2,9967495178,Depot-21,2016-10-20 11:00:08
KA57F0328,JPV-2/6,9967506110,Depot-20,2016-10-20 11:00:09
KA01FA0873,JPV-2/8,9987782823,Depot-33,2016-10-20 11:00:07
KA01FA1619,JPV-21/4,9967550881,Depot-21,2016-10-20 11:00:10
KA57F0365,JPV-25B/4,9987802381,Depot-04,2016-10-20 11:00:05
KA01FA0199,JPV-26/2,9987796394,Depot-33,2016-10-20 11:00:07
KA57F0027,JPV-26/3,9987784982,Depot-20,2016-10-20 11:00:06
KA57F1561,JPV-3/1,9987790478,Depot-26,2016-10-20 11:00:09
KA01F2431,JPV3/3,9967486028,Depot-11,2016-10-20 11:00:10
KA53F0031,JPV-3/4,9967516170,Depot-10,2016-10-20 11:00:07
KA57F0335,JPV-314/3,8828028505,Depot-06,2016-10-20 11:00:05
KA42F1709,JPV-314A/7,8828028486,Depot-06,2016-10-20 11:00:05
KA01FA1161,JPV-331/3,9987793512,Depot-15,2016-10-20 11:00:07
KA57F0184,JPV-400D/1,9967488536,Depot-41,2016-10-20 11:00:08
KA57F0361,JPV-45E/3,9987817737,Depot-20,2016-10-20 11:00:11
KA53F0009,JPV-45E/6,9967509942,Depot-20,2016-10-20 11:00:07
KA42F1691,JPV-5/2,9987769322,Depot-22,2016-10-20 11:00:07
KA01FA1918,JPV-5/3,9987864176,Depot-03,2016-10-20 11:00:06
KA57F0300,JPV-5/4,9987835815,Depot-03,2016-10-20 11:00:05
KA53F0040,JPV-61/1,9987877308,Depot-26,2016-10-20 11:00:07
KA53F0006,JPV-61/3,9967560992,Depot-17,2016-10-20 11:00:09
KA53F0070,JPV-65B/8,9967560706,Depot-23,2016-10-20 11:00:08
KA57F0378,JPV-9/1,9987877932,Depot-26,2016-10-20 11:00:10
KA01FA0597,JPV-99B/7,9987791774,Depot-26,2016-10-20 11:00:08
KA01F8979,K-1/11,9987791733,Depot-26,2016-10-20 11:00:07
KA01FA1327,k-1/13,9987787250,Depot-04,2016-10-20 11:00:07
KA01F8977,K-1/2,9987845578,Depot-08,2016-10-20 11:00:06
KA01F8894,K-1/4,8828031201,Depot-06,2016-10-20 11:00:05
KA01F4568,K-1/6,9987899744,Depot-08,2016-10-20 11:00:10
KA01F8688,K-1/8,9987845441,Depot-08,2016-10-20 11:00:07
KA01F9013,K-2/10,9987791413,Depot-26,2016-10-20 11:00:08
KA57F0801,K-2/11,9987781731,Depot-16,2016-10-20 11:00:09
KA57F0794,K-2/12,9987792240,Depot-16,2016-10-20 11:00:07
KA01FA1740,K-2/13,9967475276,Depot-17,2016-10-20 11:00:10
KA01F3775,K-2/14,9967478432,Depot-17,2016-10-20 11:00:08
KA57F0749,K-2/15,9967480208,Depot-17,2016-10-20 11:00:08
KA01FA0149,K-2/17,9987851422,Depot-26,2016-10-20 11:00:07
KA01F8974,K-2/1,9987840714,Depot-08,2016-10-20 11:00:05
KA01F8978,K-2/2,9987781204,Depot-16,2016-10-20 11:00:09
KA01F8666,K-2/3,9987857674,Depot-08,2016-10-20 11:00:05
KA01FA1475,K-2/4,9987866020,Depot-03,2016-10-20 11:00:05
KA01F9020,K-2/5,9987884385,Depot-08,2016-10-20 11:00:06
KA01FA1447,K-2/6,9987781748,Depot-16,2016-10-20 11:00:09
KA01FA2333,K-2/7,9967494039,Depot-17,2016-10-20 11:00:08
KA01FA1350,K-2/8,9987851521,Depot-26,2016-10-20 11:00:10
KA01FA1333,K-2/9,9987846360,Depot-08,2016-10-20 11:00:06
KA57F0803,K-3/10,8828031099,Depot-17,2016-10-20 11:00:10
KA01FA0712,K-3/2,9987806707,Depot-15,2016-10-20 11:00:09
KA01FA1330,K-3/3,9987825056,Depot-04,2016-10-20 11:00:06
KA57F0431,K-3/5,9987805794,Depot-15,2016-10-20 11:00:07
KA57F0796,K-3/6,9967457464,Depot-16,2016-10-20 11:00:10
KA57F0795,K-3/7,9987792841,Depot-16,2016-10-20 11:00:06
KA57F0802,K-3/8,9987798212,Depot-17,2016-10-20 11:00:10
KA01F8976,K-3/9,9967550934,Depot-17,2016-10-20 11:00:09
KA57F0625,K-4/10,9987884653,Depot-06,2016-10-20 11:00:06
KA57F0626,K-4/11,9987885121,Depot-06,2016-10-20 11:00:05
KA57F0639,K-4/12,9967543195,Depot-31,2016-10-20 11:00:08
KA57F0621,K-4/1,8828028499,Depot-06,2016-10-20 11:00:05
KA57F0622,K-4/2,8828028537,Depot-06,2016-10-20 11:00:05
KA57F0623,K-4/3,9987884434,Depot-06,2016-10-20 11:00:05
KA57F0624,K-4/4,8828028562,Depot-06,2016-10-20 11:00:05
KA57F0649,K-4/5,8828031278,Depot-31,2016-10-20 11:00:10
KA57F0636,K-4/6,9967477273,Depot-17,2016-10-20 11:00:08
KA57F0631,K-4/7,9987829781,Depot-17,2016-10-20 11:00:10
KA57F0650,K-4/8,9967547839,Depot-31,2016-10-20 11:00:08
KA57F0638,K-4/9,9967481121,Depot-17,2016-10-20 11:00:08
KA57F0662,K-5/10,9987875137,Depot-09,2016-10-20 11:00:10
KA57F0656,K-5/13,9987814838,Depot-15,2016-10-20 11:00:10
KA57F0663,K-5/14,9987833506,Depot-09,2016-10-20 11:00:05
KA01FA0664,K-5/1,9987807829,Depot-09,2016-10-20 11:00:06
KA57F0661,K-5/7,9987832631,Depot-09,2016-10-20 11:00:05
KA57F0653,K-5/9,9987840262,Depot-15,2016-10-20 11:00:09
KA57F0660,K-6/10,9967501923,Depot-34,2016-10-20 11:00:08
KA57F0695,K-6/11,9967550537,Depot-34,2016-10-20 11:00:09
KA57F0700,K-6/12,9967550938,Depot-34,2016-10-20 11:00:08
KA57F0693,K-6/14,9967502785,Depot-34,2016-10-20 11:00:08
KA57F0705,K-6/1,9967510603,Depot-10,2016-10-20 11:00:08
KA01F4880,K-6/2,9967515917,Depot-10,2016-10-20 11:00:07
KA57F0694,K-6/3,9967502686,Depot-34,2016-10-20 11:00:09
KA01F8893,K-6/4,9987795958,Depot-10,2016-10-20 11:00:06
KA01F8918,K-6/5,9967507513,Depot-10,2016-10-20 11:00:07
KA57F0659,K-6/9,9967502150,Depot-34,2016-10-20 11:00:09
KA57F1346,KBS-12HK/10,9987805668,Depot-39,2016-10-20 11:00:07
KA57F1344,KBS-12HK/11,9987803478,Depot-39,2016-10-20 11:00:07
KA57F1481,KBS-12HK/18,9987803413,Depot-39,2016-10-20 11:00:08
KA57F1495,KBS-12HK/20,9987805048,Depot-39,2016-10-20 11:00:07
KA57F1438,KBS-12HK/22,9987806223,Depot-39,2016-10-20 11:00:07
KA57F1437,KBS-12HK/4,9987803348,Depot-39,2016-10-20 11:00:07
KA57F1466,KBS-12HK/5,9987804563,Depot-39,2016-10-20 11:00:07
KA57F1436,KBS-12HK/7,9967546441,Depot-39,2016-10-20 11:00:08
KA57F1372,KBS-12HK/8,9987807066,Depot-39,2016-10-20 11:00:07
KA01FA0756,KBS-13K/1,9987767528,Depot-29,2016-10-20 11:00:06
KA01FA0444,KBS-13K/2,9987767257,Depot-29,2016-10-20 11:00:07
KA01FA0779,KBS-13K/3,9987826873,Depot-29,2016-10-20 11:00:10
KA01FA0530,KBS-13K/4,9987768713,Depot-29,2016-10-20 11:00:10
KA01FA0420,KBS-1I/10,9967467352,Depot-41,2016-10-20 11:00:08
KA57F0191,KBS-1I/11,9967473592,Depot-41,2016-10-20 11:00:09
KA01F3000,KBS-1I/12,9967468398,Depot-41,2016-10-20 11:00:08
KA57F0073,KBS-1I/13,9987886167,Depot-06,2016-10-20 11:00:06
KA01F9585,KBS-1I/15,9987884948,Depot-06,2016-10-20 11:00:05
KA01FA1965,KBS-1I/16,8828028467,Depot-06,2016-10-20 11:00:05
KA01F9569,KBS-1I/17,8828031205,Depot-06,2016-10-20 11:00:05
KA01F8616,KBS-1I/18,9987785526,Depot-06,2016-10-20 11:00:10
KA57F0005,KBS-1I/19,9987886119,Depot-06,2016-10-20 11:00:05
KA01FA1797,KBS-1I/1,9967497523,Depot-41,2016-10-20 11:00:08
KA01F9552,KBS-1I/20,8828028495,Depot-06,2016-10-20 11:00:05
KA01F9578,KBS-1I/21,9987092981,Depot-06,2016-10-20 11:00:10
KA01F8630,KBS-1I/22,8828028510,Depot-06,2016-10-20 11:00:05
KA57F0436,KBS-1I/25,9987805695,Depot-39,2016-10-20 11:00:07
KA57F0392,KBS-1I/26,9987794394,Depot-39,2016-10-20 11:00:07
KA01FA0754,KBS-1I/27,9987806985,Depot-39,2016-10-20 11:00:10
KA01FA0759,KBS-1I/29,9967465244,Depot-41,2016-10-20 11:00:08
KA57F0103,KBS-1I/2,9967549309,Depot-41,2016-10-20 11:00:08
KA01FA0991,KBS-1I/30,9967470565,Depot-41,2016-10-20 11:00:08
KA01FA1058,KBS-1I/3,9967498917,Depot-41,2016-10-20 11:00:08
KA57F1106,KBS-1I/4,9967466032,Depot-41,2016-10-20 11:00:08
KA01FA0623,KBS-1I/5,9967486543,Depot-41,2016-10-20 11:00:08
KA01FA1054,KBS-1I/8,9967497990,Depot-41,2016-10-20 11:00:08
KA01FA0370,KBS-1I/9,9967469923,Depot-41,2016-10-20 11:00:09
KA01FA1050,KBS-1K/11,9967472875,Depot-41,2016-10-20 11:00:08
KA01FA1033,KBS-1K/12,9967464959,Depot-41,2016-10-20 11:00:08
KA01FA0414,KBS-1K/13,9967553860,Depot-41,2016-10-20 11:00:09
KA01FA0810,KBS-1K/1,9967485406,Depot-41,2016-10-20 11:00:08
KA01FA0368,KBS-1K/2,9967552514,Depot-41,2016-10-20 11:00:11
KA01FA1080,KBS-1K/3,9967470034,Depot-41,2016-10-20 11:00:08
KA01FA0378,KBS-1K/4,9967546995,Depot-41,2016-10-20 11:00:10
KA01F9538,KBS-1K/5,9987884759,Depot-06,2016-10-20 11:00:05
KA01F9557,KBS-1K/6,9987885538,Depot-06,2016-10-20 11:00:05
KA01F9546,KBS-1K/7,9987884793,Depot-06,2016-10-20 11:00:05
KA57F0302,KBS-1K/8,8828028504,Depot-06,2016-10-20 11:00:05
KA01FA0961,KBS-1K/9,9967468459,Depot-41,2016-10-20 11:00:08
KA57F1159,KBS-3A/10,9867353726,Depot-02,2016-10-20 11:00:10
KA57F1242,KBS-3A/11,9967486605,Depot-38,2016-10-20 11:00:08
KA57F1225,KBS-3A/12,9967503722,Depot-19,2016-10-20 11:00:07
KA57F1192,KBS-3A/13,9987813375,Depot-15,2016-10-20 11:00:06
KA57F1243,KBS-3A/14,9967553466,Depot-38,2016-10-20 11:00:09
KA57F1223,KBS-3A/15,9967503935,Depot-19,2016-10-20 11:00:06
KA57F1193,KBS-3A/16,9987793068,Depot-15,2016-10-20 11:00:08
KA57F1241,KBS-3A/17,9967489703,Depot-38,2016-10-20 11:00:08
KA57F1201,KBS-3A/18,9987813742,Depot-20,2016-10-20 11:00:06
KA57F1240,KBS-3A/19,9967497006,Depot-38,2016-10-20 11:00:09
KA57F1224,KBS-3A/1,9967504158,Depot-19,2016-10-20 11:00:07
KA57F1238,KBS-3A/20,9967468176,Depot-32,2016-10-20 11:00:08
KA57F1222,KBS-3A/21,9967503827,Depot-19,2016-10-20 11:00:07
KA57F1194,KBS-3A/22,9987784764,Depot-20,2016-10-20 11:00:06
